license,address,name,Localitat,Municipi,Estat,Inici activitat
ETV/4903,"Carrer ESPARRAGUERA VERA, SOLAR 90-B - URB. ES PUNTIRÓ, S/N. 07198 Aranjassa (L), PALMA, Mallorca",VILLA GEA,Aranjassa (L),PALMA,Alta,19/02/2015
ETV/4904,"Carrer GASPAR MELCHOR DE JOVELLANOS, 69. 07181 Costa DEn Blanes, CALVIÀ, Mallorca",VILLA ESTRELLA BLANCA,Costa DEn Blanes,CALVIÀ,Alta,19/02/2015
ETV/4905,"Carrer TRAMUNTANA, 17. 07108 Port (El), SÓLLER, Mallorca",CASA CATERINA,Port (El),SÓLLER,Alta,19/02/2015
ETV/4906,"Carrer SEBASTIÀ RUBÍ I DARDER, 12. 07520 PETRA, Mallorca",CAN CASTA,Petra,PETRA,Alta,25/02/2015
ETV/4907,"Polígon 24 Parcel·la 1169-1170-1172(AHORA 1540). 07500 MANACOR, Mallorca",CAS PADRINS,Manacor,MANACOR,Alta,25/02/2015
ETV/4908,"Carrer PRINCEP DE VIANA, 2. 07670 Portocolom, FELANITX, Mallorca",SARENAL PETIT II,Portocolom,FELANITX,Alta,25/02/2015
ETV/4909,"Avinguda DE SHORTA, SN. 07669 Cala Ferrera, FELANITX, Mallorca",SES SIVINES,Cala Ferrera,FELANITX,Alta,25/02/2015
ETV/491,"CALA SA NAU FELANITX (Mallorca), Illes Balears",SA MARINA,Felanitx,FELANITX,Alta,11/07/2007
ETV/4910,"Carrer CUARTA VOLTA, 4036. 07208 FELANITX, Mallorca",SA COMA,Felanitx,FELANITX,Alta,25/02/2015
ETV/4911,"Carrer SANT ANDREU, 6. 07100 SÓLLER, Mallorca",SANT ANDREU 6,Sóller,SÓLLER,Alta,24/02/2015
ETV/4912,"POLÍGONO 12, PARCELA 327, 07510 SINEU (Mallorca), Illes Balears",FINCA SON ESTELA,Sineu,SINEU,Alta,23/02/2015
ETV/4913,"Carrer ES MARROIG, ELS ABATS, PARCEL·LA 210, S/N. 07109 FORNALUTX, Mallorca",ELS ABATS,Fornalutx,FORNALUTX,Alta,23/02/2015
ETV/4914,"Carrer ROSES, 3. 07400 ALCÚDIA, Mallorca",VILLA VALLESPIR,Port DAlcúdia,ALCÚDIA,Alta,24/02/2015
ETV/4915,"Carrer DE SA LLUNA, 12. 07650 SANTANYÍ, Mallorca",SA LLUNA,Santanyí,SANTANYÍ,Alta,23/02/2015
ETV/4916,"Polígon 45, PARCEL.LA 82. 07620 LLUCMAJOR, Mallorca",CAN TORRECI,Llucmajor,LLUCMAJOR,Alta,27/02/2015
ETV/4917,"Polígon 6, PARC 73, CASA 25. 07350 BINISSALEM, Mallorca",ES RASQUELLS,Binissalem,BINISSALEM,Alta,24/02/2015
ETV/4918,"Carretera FELANITX - PORTO COLOM KM. 5,5, S/N. 07200 FELANITX, Mallorca",SARINSA,Felanitx,FELANITX,Alta,26/02/2015
ETV/4919,"Camí SA FONT DEN XINA, 7. 07150 ANDRATX, Mallorca",SA TARONGERA,Andratx,ANDRATX,Alta,26/02/2015
ETV/492,"POLIGON 2 PARCEL·LA 32, S/N. 07310 CAMPANET, Mallorca",SALQUERIA I (SALQUERIA VELL),Campanet,CAMPANET,Alta,11/07/2007
ETV/4920,"Carrer APOLO, 9. 07400 ALCÚDIA, Mallorca",CASA APOLO,Alcúdia,ALCÚDIA,Alta,27/02/2015
ETV/4921,"Polígon 36, 1, DISTRITO 2, 36. 07300 INCA, Mallorca",CAN LLUÍS,Inca,INCA,Alta,27/02/2015
ETV/4922,"Camí DE SA GRUTA POLIGONO 17 PARCELA, 36. 07680 Portocristo, MANACOR, Mallorca",VILLA GARCIA SAN NICOLAS,Portocristo,MANACOR,Alta,25/02/2015
ETV/4923,"Carretera DE BUNYOLA A SANTA MARIA KM 5.2 (CARRETARA 2020), S/N. 07110 BUNYOLA, Mallorca",SA NINA,Bunyola,BUNYOLA,Alta,25/02/2015
ETV/4924,"Carrer SANT PERE, 11. 07659 SANTANYÍ, Mallorca",SANT PERE,Santanyí,SANTANYÍ,Alta,23/02/2015
ETV/4925,"Carrer ES CAMP DEN VENTURA, 20. 07669 Calonge, SANTANYÍ, Mallorca",CAMP DEN VENTURA,Calonge,SANTANYÍ,Alta,16/02/2015
ETV/4926,"POLÍGONO 37, PARCELA 135, 07208, Cas Concos Del Cavaller (FELANITX) (Mallorca), Illes Balears",SON MONAVI,Cas Concos Del Cavaller,FELANITX,Alta,23/02/2015
ETV/4927,"Carrer DE LA FONTETA, 6. 07660 Cala DOr, SANTANYÍ, Mallorca",MADONNA DI MARE,Cala DOr,SANTANYÍ,Alta,23/02/2015
ETV/4929,"Polígon 2 Parcel·la 72,73,74. -, -",SARCA,Inca,INCA,Alta,02/03/2015
ETV/493,"Carrer VISTABELLA, 27. 07580 Cala Rajada, CAPDEPERA, Mallorca",ELS PELATS,Cala Rajada,CAPDEPERA,Alta,11/07/2007
ETV/4930,"Carrer FLAMENC, 21. 07610 Platja De Palma, PALMA, Mallorca",VISTA ES PONTAS,Platja De Palma,PALMA,Alta,02/03/2015
ETV/4931,"Polígon 13, PARC 372. 07570 ARTÀ, Mallorca",CAN PRIM,Artà,ARTÀ,Alta,04/03/2015
ETV/4933,"Polígon 5 PARCELA 33. 07580 Cala Mesquida, CAPDEPERA, Mallorca",NA BAGASSA,Cala Mesquida,CAPDEPERA,Alta,20/02/2015
ETV/4934,"Carrer ESGLESIA, 9. 07349 Orient, BUNYOLA, Mallorca",LAS ROSAS,Orient,BUNYOLA,Alta,20/02/2015
ETV/4935,"Avinguda ¿¿¿¿¿¿?????, S/N. 07450 SANTA MARGALIDA, Mallorca",SENCANT,Santa Margalida,SANTA MARGALIDA,Alta,20/02/2015
ETV/4936,"Polígon 4 PARCELA 55. 07190 ESPORLES, Mallorca",K-TEVA,Esporles,ESPORLES,Alta,02/03/2015
ETV/4937,"Carrer CORB MARI, 4. 07670 Portocolom, FELANITX, Mallorca",CASA CALA MARSAL,Portocolom,FELANITX,Alta,03/03/2015
ETV/4938,"Carrer FALUTX, 16. 07609 Badia Gran, LLUCMAJOR, Mallorca",VILA FALUTX,Badia Gran,LLUCMAJOR,Alta,03/03/2015
ETV/4939,"Carrer ARBONA COLOM, 17. 07109 FORNALUTX, Mallorca",CAN ANTONIA,Fornalutx,FORNALUTX,Alta,06/03/2015
ETV/494,"Avinguda LLENAIRE SOLAR 130, S/N. 07470 POLLENÇA, Mallorca",JUAN ROQUETA,Port De Pollença,POLLENÇA,Alta,11/07/2007
ETV/4940,"Carrer DE BUNYOLA, 35. 07108 Port (El), SÓLLER, Mallorca",LA CASA DEL PUERTO,Port (El),SÓLLER,Alta,06/03/2015
ETV/4941,"POLÍGONO 8, PARCELA 63, 07313 SELVA (Mallorca), Illes Balears",CAS CIUTADA,Selva,SELVA,Alta,03/03/2015
ETV/4942,"Carrer SUBPARCELA 15-10 POLIGONO 2, S/N. 07640 Salines (Les), SES SALINES, Mallorca",CA NA EVA,Salines (Les),SES SALINES,Alta,06/03/2015
ETV/4943,"POLÍGON 5, PARCEL·LA 209, 07311 BÚGER (Mallorca), Illes Balears",SON COSTA,Búger,BÚGER,Alta,03/03/2015
ETV/4944,"POLÍGON 21, PARCEL·LA 182, 07570 ARTÀ (Mallorca), Illes Balears",SON FORTE NOU,Artà,ARTÀ,Alta,03/03/2015
ETV/4945,"Carrer SANTAROSSAI, 11. 07500 Portocristo, MANACOR, Mallorca",VILLA CAS NIN,Portocristo,MANACOR,Alta,03/03/2015
ETV/4946,"Carrer ROMANI, URB. SON TONI, 39. Pobla (La), SA POBLA, Mallorca",VILLA ANAMSA,Pobla (La),SA POBLA,Alta,04/03/2015
ETV/4947,"Carrer PORVENIR, 18-20. 07159 Arracó (L), ANDRATX, Mallorca",FINCA PORVENIR,Arracó (L),ANDRATX,Alta,04/03/2015
ETV/4948,"Polígon 17, PARC 46. 07550 SON SERVERA, Mallorca",SON SARD DES PADRI,Son Servera,SON SERVERA,Alta,04/03/2015
ETV/4949,"Carrer LLAGOSTA, 29. 07670 Portocolom, FELANITX, Mallorca",CASA CHIQUITA,Portocolom,FELANITX,Alta,05/03/2015
ETV/495,"POLÍGON 3, PARCEL·LA 286-A, 07460 POLLENÇA (Mallorca), Illes Balears",CAN POU,Pollença,POLLENÇA,Alta,11/07/2007
ETV/4950,"Carrer SAUBA, 6                CARRER DE LA SOLEDAT, 5 (DARRERES), S/N. 07580 CAPDEPERA, Mallorca",MARIA FUMET,Capdepera,CAPDEPERA,Alta,04/03/2015
ETV/4951,"Polígon 6, PARC 5, PRIMERA VOLTA 303. 07200 FELANITX, Mallorca",SON CALDERO,Felanitx,FELANITX,Alta,04/03/2015
ETV/4952,"Carrer PINSA 22 SOLAR, 117. 07470 Port De Pollença, POLLENÇA, Mallorca",PORT POLLENÇA VILLA,Port De Pollença,POLLENÇA,Alta,05/03/2015
ETV/4953,"Camí VELL DE COSTITX POLIGONO 1 PARCELA, 128. 07510 SINEU, Mallorca",VILLA CAN PEDRO,Sineu,SINEU,Alta,05/03/2015
ETV/4954,"Camí DE SON BARRAQUERA S/N POLIGONO 7 PARCELA, 60. 07510 SINEU, Mallorca",ES COCONS,Sineu,SINEU,Alta,05/03/2015
ETV/4955,"Carrer CIGNE, 21. 07609 Badia Blava, LLUCMAJOR, Mallorca",SALAVERN,Badia Blava,LLUCMAJOR,Alta,05/03/2015
ETV/4956,"Avinguda MONTFARRUTX ESQ C/ ROSERS, S/N. 07570 ARTÀ, Mallorca",CAN BISQUERRA,Artà,ARTÀ,Alta,05/03/2015
ETV/4957,"Carrer CAS HEREU, 3 bloc BAJOS. 07314 Caimari, SELVA, Mallorca",CAS PINTOR,Caimari,SELVA,Alta,05/03/2015
ETV/4958,"Carretera DE ESPORLAS, 131. 07010 PALMA, Mallorca",CASA POZU,Palma,PALMA,Alta,05/03/2015
ETV/4959,"Camí DES PORT NOU S/N, S/N. 07560 SON SERVERA, Mallorca",CA SES NINES,Son Servera,SON SERVERA,Alta,10/03/2015
ETV/496,"POLÍGON 1, PARCEL·LA 127, S/N. 07311 BÚGER, Mallorca",MOLINS DEN CUSETA,Búger,BÚGER,Alta,11/07/2007
ETV/4960,"Carrer VENEÇUELA 56, S/N. 07459 Son Serra De Marina, SANTA MARGALIDA, Mallorca",CASA DE VACANCES,Son Serra De Marina,SANTA MARGALIDA,Alta,10/03/2015
ETV/4961,"Polígon 21 PARCELA 37. 07313 SELVA, Mallorca",ES PINARET,Selva,SELVA,Alta,10/03/2015
ETV/4962,"Carretera 161, S/N. 07430 LLUBÍ, Mallorca",CASA TIA,Llubí,LLUBÍ,Alta,11/03/2015
ETV/4963,"Polígon 9 PARCELA 241. 07600 LLUCMAJOR, Mallorca",ES MIRADOR,Llucmajor,LLUCMAJOR,Alta,10/03/2015
ETV/4964,"Carrer HEURE, 16. 07400 ALCÚDIA, Mallorca",VILLA PANORAMICA,Alcúdia,ALCÚDIA,Alta,10/03/2015
ETV/4965,"Camí DES MAS, S/N (DISSEMINAT NORD 113), S/N. 07109 FORNALUTX, Mallorca",ES FIGUERAL,Fornalutx,FORNALUTX,Alta,11/03/2015
ETV/4966,"Carretera SINEU - LLUBÍ, KM 3,4, PARC 320, S/N. 07430 LLUBÍ, Mallorca",SON ROSSINYOL,Llubí,LLUBÍ,Alta,12/03/2015
ETV/4967,"Polígon 11, PARCEL.LA 56, (CAMÍ DE SES PALADES). 07230 MONTUÏRI, Mallorca",CAN TOMEU,Montuïri,MONTUÏRI,Alta,12/03/2015
ETV/4968,"Carrer SES PESQUERETES, 29. 07589 Provençals, CAPDEPERA, Mallorca",POR FIN,Provençals,CAPDEPERA,Alta,11/03/2015
ETV/4969,"Carretera DEL MAR, 1. 07192 ESTELLENCS, Mallorca",SON GARRIGA,Estellencs,ESTELLENCS,Alta,13/03/2015
ETV/497,"POLÍGON 16, PARCEL·LA 183, S/N. 07140 Ruberts, SENCELLES, Mallorca",CAS JULIANS,Ruberts,SENCELLES,Alta,11/07/2007
ETV/4970,"Carrer BALANGUERA 6 UR SEMPELTADA SOLAR, 10 lletra A. 07179 DEIÀ, Mallorca",SON JAZMIN,Deià,DEIÀ,Alta,13/03/2015
ETV/4971,"Avinguda DE SA FONERA, 8. 07680 Portocristo, MANACOR, Mallorca",SA FONERA,Portocristo,MANACOR,Alta,12/03/2015
ETV/4975,"Carrer NORD, 3. 07313 Caimari, SELVA, Mallorca",CASA NORD,Caimari,SELVA,Alta,13/03/2015
ETV/4976,"Carrer ROSER, 26. Cala Llombards, SANTANYÍ, Mallorca",BONS AIRES,Cala Llombards,SANTANYÍ,Alta,16/03/2015
ETV/4977,"Carrer DES XIPRELL, 20. 07589 Font De La Cala, CAPDEPERA, Mallorca",CASA XIPRELL,Font De La Cala,CAPDEPERA,Alta,09/03/2015
ETV/4978,"Carrer DE SA FONT, 3. 07195 Galilea, PUIGPUNYENT, Mallorca",SA FONT,Galilea,PUIGPUNYENT,Alta,13/03/2015
ETV/4979,"Carrer LLEVANT, 27. 07639 Ràpita (La), CAMPOS, Mallorca",MIRAMAR,Ràpita (La),CAMPOS,Alta,16/03/2015
ETV/498,"PARCEL·LA 33 POLIGON 7, S/N. 07530 Sant Llorenç Del Cardassar, SANT LLORENÇ DES CARDASSAR, Mallorca",SON GORRIÓ,Sant Llorenç Del Cardassar,SANT LLORENÇ DES CARDASSAR,Alta,11/07/2007
ETV/4980,"Carrer DE LA VALL DARAN, 5. 07688 Cala Murada, MANACOR, Mallorca",VALL DARAN  5,Cala Murada,MANACOR,Alta,12/03/2015
ETV/4981,"Carrer DE CAN PERRO, 6. 07195 Galilea, PUIGPUNYENT, Mallorca",CAN JORDI,Galilea,PUIGPUNYENT,Alta,13/03/2015
ETV/4982,"DELS CRANCS, 16 lletra B. -, -",CASA MANU,Pedruscada,CAPDEPERA,Alta,09/03/2015
ETV/4983,"Carrer PLA DES DELME, 9. 07194 PUIGPUNYENT, Mallorca",SON URUS,Puigpunyent,PUIGPUNYENT,Alta,09/03/2015
ETV/4984,"Camí DES PUIG, SN. 07400 ALCÚDIA, Mallorca",ES PUIS XACONS,Alcúdia,ALCÚDIA,Alta,13/03/2015
ETV/4985,"Carrer DEL LLEBEIG, 32. 07639 Ràpita (La), CAMPOS, Mallorca",CASA AINA,Ràpita (La),CAMPOS,Alta,09/03/2015
ETV/4986,"Carrer DE LAGUILA, 8 lletra A. 07400 ALCÚDIA, Mallorca",VILLA INGRID AND BRIAN,Port DAlcúdia,ALCÚDIA,Alta,05/03/2015
ETV/4987,"Carrer CAPUTXINA, 9. 07400 ALCÚDIA, Mallorca",CAPUTXINA 9,Alcúdia,ALCÚDIA,Alta,16/03/2015
ETV/4988,"Carrer DES SERRÀ, 36. 07589 Cala Mesquida, CAPDEPERA, Mallorca",VILLA CAMAMIL.LA,Cala Mesquida,CAPDEPERA,Alta,17/03/2015
ETV/4989,"Polígon 12 PARCELA 109. 07310 CAMPANET, Mallorca",CA NA JULIANA,Campanet,CAMPANET,Alta,18/03/2015
ETV/499,"Camí DE CAL FRARE DE LA TORRE ESQ NICOLAU BOSH, 9. PALMA, Mallorca",CAS FRARE,Palma,PALMA,Alta,11/07/2007
ETV/4990,"Carrer IUCA, 11. 07609 Palmeres (Les), LLUCMAJOR, Mallorca",CANA SUSANA,Palmeres (Les),LLUCMAJOR,Alta,18/03/2015
ETV/4991,"Carrer CERVANTES, 37. 07440 MURO, Mallorca",CAS COCO,Muro,MURO,Alta,17/03/2015
ETV/4992,"Carrer OLIVERES, 5. 07400 Alcanada, ALCÚDIA, Mallorca",ALCANADA SUNRISE,Alcanada,ALCÚDIA,Alta,18/03/2015
ETV/4993,"Polígon 1 PARCELES 60, 121, 127. 07440 MURO, Mallorca",BINIACO,Muro,MURO,Alta,18/03/2015
ETV/4994,"Polígon 9 Parcel·la 147. -, -",SHORT DEN GUINEU,Selva,SELVA,Alta,18/03/2015
ETV/4995,"Carrer ALACANTÍ, 9. 07460 POLLENÇA, Mallorca",CASA DALACANTÍ,Pollença,POLLENÇA,Alta,18/03/2015
ETV/4996,"Carrer LANFÓS, POL 9, 102 lletra A. 07470 POLLENÇA, Mallorca",VILLA CUADRA,Port De Pollença,POLLENÇA,Alta,20/03/2015
ETV/4997,"Polígon 12 PARCELA 217-218. 07420 Pobla (La), SA POBLA, Mallorca",SON VENT,Pobla (La),SA POBLA,Alta,18/03/2015
ETV/4998,"Carrer SA TORRE 83 GEORG SAND, S/N. 07170 VALLDEMOSSA, Mallorca",FLOR DE TRAMUNTANA,Valldemossa,VALLDEMOSSA,Alta,18/03/2015
ETV/4999,"Carrer VIRGEN DE GUADALUPE, 2. 07459 Son Serra De Marina, SANTA MARGALIDA, Mallorca",RAN DE MAR,Son Serra De Marina,SANTA MARGALIDA,Alta,18/03/2015
ETV/5,"POLIGON 1,  PARCEL·LA 259, 07460 POLLENÇA (Mallorca), Illes Balears",LA SALVE  II,Pollença,POLLENÇA,Alta,29/08/2006
ETV/50,"POLIGON 3, PARCEL·LA 356, 07460 POLLENÇA (Mallorca), Illes Balears",CA NALICIA,Pollença,POLLENÇA,Alta,14/06/2007
ETV/500,"POLIGON 8 PARCEL·LA 287, S/N. 07230 MONTUÏRI, Mallorca",SA CASA NOVA,Montuïri,MONTUÏRI,Alta,11/07/2007
ETV/5000,"Polígon 2, PARC 197 I 198. 07200 FELANITX, Mallorca",SA TANCA GRAN,Felanitx,FELANITX,Alta,20/03/2015
ETV/5001,"Camí DE FOSSANET, 9. 07100 SÓLLER, Mallorca",PETER TALKE,Sóller,SÓLLER,Alta,20/03/2015
ETV/5002,"Carrer SERRAL, 21. 07194 PUIGPUNYENT, Mallorca",CA SES ROVELLADES,Puigpunyent,PUIGPUNYENT,Alta,17/03/2015
ETV/5003,"Camí POLÍGONO 4, PARCELA 1003, DE SES BONES DONES, S/N. 07500 MANACOR, Mallorca",HIPICA,Manacor,MANACOR,Alta,19/03/2015
ETV/5004,"POLÍGON 3, PARCEL·LA 161-162, 07518 LLORET DE VISTALEGRE (Mallorca), Illes Balears",SON BAULÓ,Lloret De Vistalegre,LLORET DE VISTALEGRE,Alta,19/03/2015
ETV/5005,"Carrer SA PLETA DEN MANRESA, S/N. 07659 Cala Santanyí, SANTANYÍ, Mallorca",CASA HAS UND IGEL,Cala Santanyí,SANTANYÍ,Alta,17/03/2015
ETV/5006,"Carrer PUIG DE NA FRANQUESA, SOLAR 113 URB. SON TALENT, S/N. 07500 MANACOR, Mallorca",CASA PUIG DE NA FRANQUESA,Manacor,MANACOR,Alta,19/03/2015
ETV/5007,"Polígon 17, PARCEL.LA 207. 07210 ALGAIDA, Mallorca",SES TANQUES,Algaida,ALGAIDA,Alta,17/03/2015
ETV/5008,"Carretera ALCUDIA-PALMA, KM. 46,30, FINCA ELS OSCOLS, S/N. 07400 ALCÚDIA, Mallorca",CAN COLINA,Alcúdia,ALCÚDIA,Alta,19/03/2015
ETV/5009,"Carrer DE SA MATINADA, 5. 07690 Llombards, SANTANYÍ, Mallorca",CASA GUAPITA,Llombards,SANTANYÍ,Alta,19/03/2015
ETV/501,"POLÍGON 2, PARCEL·LA 284, 07460 POLLENÇA (Mallorca), Illes Balears",SES OLIVERES,Pollença,POLLENÇA,Alta,11/07/2007
ETV/5010,"POLÍGON 7, PARCEL·LA 572, 07500 MANACOR (Mallorca), Illes Balears",CA NA BERGA,Manacor,MANACOR,Alta,19/03/2015
ETV/5011,"Carrer PINÓS, 16 pis BJ. 07141 MARRATXÍ, Mallorca",CA NA YUNA,Marratxí,MARRATXÍ,Alta,19/03/2015
ETV/5012,"Carrer REVEREND MIQUEL ROSSELLÓ, 5. 07100 SÓLLER, Mallorca",SA CASA DE LHORTA,Sóller,SÓLLER,Alta,17/03/2015
ETV/5013,"Carrer PRÍNCEP DE VIANA, 8. 07670 Portocolom, FELANITX, Mallorca",CAN VIDA,Portocolom,FELANITX,Alta,17/03/2015
ETV/5014,"Polígon 5 PARCEL.LA 781. 07690 Cala Llombards, SANTANYÍ, Mallorca",ES COMELLARS JCB,Cala Llombards,SANTANYÍ,Alta,24/03/2015
ETV/5015,"Carrer MILANA (URBANITZACIÓ PUIG DEN ROS), 8 . 07609 LLUCMAJOR, Mallorca",YEDRA,Llucmajor,LLUCMAJOR,Alta,24/03/2015
ETV/5016,"Carrer SANT VICENÇ FERRER, 2. 07340 ALARÓ, Mallorca",DORFHAUS IN ALARO,Alaró,ALARÓ,Alta,24/03/2015
ETV/5018,"Camí DE SES MONCADES, 21. 07100 SÓLLER, Mallorca",LA CASETA,Sóller,SÓLLER,Alta,24/03/2015
ETV/5019,"Camí DE CAN CLAPA, 10. 07100 SÓLLER, Mallorca",CAS CARBONER,Sóller,SÓLLER,Alta,24/03/2015
ETV/502,"POLIGON 10,  PARCEL·LA 508, 07460 POLLENÇA (Mallorca), Illes Balears",CAN TOMEU,Pollença,POLLENÇA,Alta,11/07/2007
ETV/5020,"Carrer CERVANTES, 24. 07311 BÚGER, Mallorca",CAN FONOLL,Búger,BÚGER,Alta,24/03/2015
ETV/5021,"Carrer MURTA, 5. 07560 Coma (La), SANT LLORENÇ DES CARDASSAR, Mallorca",CASA MURTA,Coma (La),SANT LLORENÇ DES CARDASSAR,Alta,24/03/2015
ETV/5022,"Carrer SANT FRANCESC, 20. 07181 Costa DEn Blanes, CALVIÀ, Mallorca",THE VIEW,Costa DEn Blanes,CALVIÀ,Alta,25/03/2015
ETV/5023,"Polígon 13, PARCEL.LA 377. 07570 ARTÀ, Mallorca",FINCA ES SOMNI,Artà,ARTÀ,Alta,25/03/2015
ETV/5024,"Carrer FRA PARE JOAN CERDÀ, 6-8. 07300 INCA, Mallorca",JOAN CERDÀ 8,Inca,INCA,Alta,25/03/2015
ETV/5025,"Carretera SESTANYOL KM.14,600 (SON FIDEUS), S/N. 07639 Estanyol De Migjorn (L), LLUCMAJOR, Mallorca",SHORT DE SON FIDEU,Estanyol De Migjorn (L),LLUCMAJOR,Alta,25/03/2015
ETV/5026,"Carrer ES PENYAL, 32. 07191 BANYALBUFAR, Mallorca",CAN SANS,Banyalbufar,BANYALBUFAR,Alta,25/03/2015
ETV/5027,"Carrer ANFÒS 3B / C/ESCARS, S/N. 07590 Carregador (El), CAPDEPERA, Mallorca",PUNTA BLAVA,Carregador (El),CAPDEPERA,Alta,25/03/2015
ETV/5028,"Carrer DE SES PEDRETES, 5. 07691 Portopetro, SANTANYÍ, Mallorca",EL ANCLA,Portopetro,SANTANYÍ,Alta,25/03/2015
ETV/5029,"Polígon 56, 2, PARCEL.LA 56. 07315 Cala Tuent, ESCORCA, Mallorca",TUENT EXPERIENCE,Cala Tuent,ESCORCA,Alta,23/03/2015
ETV/503,"POLIGON 22, PARCEL·LA 52, 07630 CAMPOS (Mallorca), Illes Balears",CAN XORQUET,Campos,CAMPOS,Alta,11/07/2007
ETV/5030,"Carrer DE LES DONES DAIGUA, 28. 07579 Colònia De Sant Pere, ARTÀ, Mallorca",VILLA ANETE,Colònia De Sant Pere,ARTÀ,Alta,23/03/2015
ETV/5031,"Camí DE LA MANIGA, SN. SENCELLES, Mallorca",SON POU,Sencelles,SENCELLES,Alta,23/03/2015
ETV/5032,"Polígon 1015, 10 PARC. 07230 MONTUÏRI, Mallorca",SA ROTA,Montuïri,MONTUÏRI,Alta,23/03/2015
ETV/5033,"Finca SON GALIANO (POL. 7, PARC 291), S/N. 07500 MANACOR, Mallorca",HOUPLA SOL,Manacor,MANACOR,Alta,30/03/2015
ETV/5034,"Carrer ES TAMARELLS, 16. 07590 Cala Rajada, CAPDEPERA, Mallorca",CASA DE PESCADORES,Cala Rajada,CAPDEPERA,Alta,27/03/2015
ETV/5035,"Polígon 1, PARC 29. 07630 CAMPOS, Mallorca",SHORT,Campos,CAMPOS,Alta,30/03/2015
ETV/5036,"Carretera PALMA ALCUDIA, KM. 52, PARCELA 800 Ó 177, S/N. 07400 ALCÚDIA, Mallorca",CASA DELFÍN,Alcúdia,ALCÚDIA,Alta,27/03/2015
ETV/5037,"Carrer VARADEROS CALA SANTANYI, S/N. 07659 SANTANYÍ, Mallorca",CAL TIO MIQUEL,Santanyí,SANTANYÍ,Alta,27/03/2015
ETV/5038,"Carrer MONTEVIDEO, 13. 07400 ALCÚDIA, Mallorca",CAN JOAN I NA MARIA,Port DAlcúdia,ALCÚDIA,Alta,27/03/2015
ETV/5039,"Carrer ROURE (SOLAR 151) URB. PARAISO DE BONAIRE, 21. 07400 ALCÚDIA, Mallorca",HAUS PARADISO,Alcúdia,ALCÚDIA,Alta,27/03/2015
ETV/504,"Polígon 12 Parcel·la 104. -, -",SON GENER/SESTEPAR,Son Servera,SON SERVERA,Alta,11/07/2007
ETV/5040,"Polígon 15, PARCELA 278, CAMÍ DEN SACO. 07458 Can Picafort, SANTA MARGALIDA, Mallorca",SANTA EULALIA PETIT,Can Picafort,SANTA MARGALIDA,Alta,27/03/2015
ETV/5041,"POLÍGONO 7, PARCELA 7, 07400 ALCÚDIA (Mallorca), Illes Balears",ES PUIG,Alcúdia,ALCÚDIA,Alta,27/03/2015
ETV/5042,"POLÍGONO 18, PARCELA 263, 07550 SON SERVERA (Mallorca), Illes Balears",CA NA FRANCINA,Son Servera,SON SERVERA,Alta,27/03/2015
ETV/5043,"Carrer MARIA, 15. 07529 ARIANY, Mallorca",CAN SABATER,Ariany,ARIANY,Alta,27/03/2015
ETV/5044,"CAMÍ VELL DE CAMPANET A POLLENÇA, 07310 CAMPANET (Mallorca), Illes Balears",HELENA VENTAYOL BOSCH,Campanet,CAMPANET,Alta,26/03/2015
ETV/5045,"Polígon 2 PARCELA 392. 07460 POLLENÇA, Mallorca",JESUS Y MARI,Pollença,POLLENÇA,Alta,26/03/2015
ETV/5046,"POLÍGON 23 PARCELA 324, 07210 ALGAIDA (Mallorca), Illes Balears",SA TALAIETA,Algaida,ALGAIDA,Alta,26/03/2015
ETV/5047,"Carrer DEL VERDEROL, 3. 07687 LIllot-Cala Morlanda, MANACOR, Mallorca",FONOLL MARI,LIllot-Cala Morlanda,MANACOR,Alta,26/03/2015
ETV/5048,"POLÍGONO 4 PARCELA 1505, 07100 SÓLLER (Mallorca), Illes Balears",SA TEULERA,Sóller,SÓLLER,Alta,26/03/2015
ETV/505,"POLIGON 4 PARCEL·LA 719, S/N. 07460 POLLENÇA, Mallorca",CA NA CATALINA,Pollença,POLLENÇA,Alta,11/07/2007
ETV/5050,"Carrer DE LA TRAMUNTANA, 33. 07559 Cala Bona, SON SERVERA, Mallorca",SOLIVERA,Cala Bona,SON SERVERA,Alta,26/03/2015
ETV/5051,"Avinguda DEL CID, 413. 07198 Son Ferriol, PALMA, Mallorca",VILLA SON FERRIOL,Son Ferriol,PALMA,Alta,31/03/2015
ETV/5052,"Polígon 84, 11 PARCELA. 07350 BINISSALEM, Mallorca",BINIAGUAL,Binissalem,BINISSALEM,Alta,31/03/2015
ETV/5053,"Carrer DE LOS BRUCS, 8. 07560 SON SERVERA, Mallorca",CASA BLANCA Nº 1,Son Servera,SON SERVERA,Alta,27/03/2015
ETV/5054,"Carrer REVOLT SINIA, 99. 07559 Cala Bona, SON SERVERA, Mallorca",VILLA PORT VERD,Cala Bona,SON SERVERA,Alta,26/03/2015
ETV/5055,"SOL, 27. -, -",CALDENTEY,Ariany,ARIANY,Alta,31/03/2015
ETV/5056,"Camí DE SON PUIG SON FAVA POLIGONO 3 FINCA, 1085. 07194 PUIGPUNYENT, Mallorca",SA TALAIA DE SON PUIG,Puigpunyent,PUIGPUNYENT,Alta,31/03/2015
ETV/5057,"Polígon 26, 7 PARCELA. 07510 SINEU, Mallorca",ES SA COSTE,Sineu,SINEU,Alta,31/03/2015
